"Name","Created","batch_size","dense_layers","dropout","latent_dim","learning_rate","best_val_smape","val_smape","State","Notes","User","Tags","Runtime","Sweep","fe_input_size","max_epochs","num_combinations","patience","price_zone","train_samples","val_samples","best_epoch","epoch","epochs_trained","train_smape","combination"
"DK1_latentdim8_dense2_lr0.001_batchsize64_dropout0.0_comb011","2026-05-09T10:09:04.000Z","64","2","0","8","0.001","81.25210571289062","81.37938690185547","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","28","","33","60","96","10","DK1","20649","2295","45","55","55","70.95284816871856","11"
"DK1_latentdim32_dense3_lr0.0005_batchsize64_dropout0.0_comb095","2026-05-09T11:04:23.000Z","64","3","0","32","0.0005","81.51693725585938","82.8319091796875","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","22","","33","60","96","10","DK1","20649","2295","25","35","35","76.09547310938407","95"
"DK1_latentdim8_dense2_lr0.001_batchsize32_dropout0.0_comb009","2026-05-09T10:07:44.000Z","32","2","0","8","0.001","82.2108154296875","83.69183349609375","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","33","","33","60","96","10","DK1","20649","2295","24","34","34","71.52436737084167","9"
"DK1_latentdim8_dense2_lr0.0005_batchsize32_dropout0.0_comb013","2026-05-09T10:10:00.000Z","32","2","0","8","0.0005","83.14741516113281","83.3365707397461","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","57","","33","60","96","10","DK1","20649","2295","58","60","60","75.37813238610424","13"
"DK1_latentdim24_dense2_lr0.001_batchsize64_dropout0.2_comb060","2026-05-09T10:40:39.000Z","64","2","0.2","24","0.001","83.83345031738281","88.12075805664062","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","26","","33","60","96","10","DK1","20649","2295","38","48","48","88.59495542071552","60"
"DK1_latentdim8_dense2_lr0.0005_batchsize64_dropout0.0_comb015","2026-05-09T10:12:05.000Z","64","2","0","8","0.0005","84.32723236083984","85.68582916259766","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","30","","33","60","96","10","DK1","20649","2295","59","60","60","79.74307881641683","15"
"DK1_latentdim16_dense2_lr0.001_batchsize32_dropout0.2_comb034","2026-05-09T10:25:02.000Z","32","2","0.2","16","0.001","84.3306655883789","85.58853912353516","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","63","","33","60","96","10","DK1","20649","2295","58","60","60","82.63957378517364","34"
"DK1_latentdim8_dense1_lr0.001_batchsize32_dropout0.0_comb001","2026-05-09T10:05:13.000Z","32","1","0","8","0.001","85.12357330322266","86.64371490478516","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","26","","33","60","96","10","DK1","20649","2295","20","30","30","79.58482150618137","1"
"DK1_latentdim8_dense1_lr0.001_batchsize32_dropout0.2_comb002","2026-05-09T10:05:40.000Z","32","1","0.2","8","0.001","85.12357330322266","86.64371490478516","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","22","","33","60","96","10","DK1","20649","2295","20","30","30","79.58482150618137","2"
"DK1_latentdim16_dense2_lr0.0005_batchsize64_dropout0.2_comb040","2026-05-09T10:28:59.000Z","64","2","0.2","16","0.0005","86.04682159423828","87.33721923828125","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","18","","33","60","96","10","DK1","20649","2295","21","31","31","93.50269249127746","40"
"DK1_latentdim16_dense2_lr0.001_batchsize64_dropout0.2_comb036","2026-05-09T10:26:35.000Z","64","2","0.2","16","0.001","86.51660919189453","87.44745635986328","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","30","","33","60","96","10","DK1","20649","2295","48","58","58","82.81740749583525","36"
"DK1_latentdim32_dense1_lr0.001_batchsize64_dropout0.2_comb076","2026-05-09T10:51:16.000Z","64","1","0.2","32","0.001","86.83930969238281","104.63500213623048","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","18","","33","60","96","10","DK1","20649","2295","34","44","44","100.9343845615446","76"
"DK1_latentdim32_dense1_lr0.001_batchsize64_dropout0.0_comb075","2026-05-09T10:50:58.000Z","64","1","0","32","0.001","86.83930969238281","104.63500213623048","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","18","","33","60","96","10","DK1","20649","2295","34","44","44","100.9343845615446","75"
